ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Numchildren,TotalNumPurchases,TotalAcceptedCmp,TotalMnt,Age
3524,1971,2nd_Cycle,Single,39763.0,2013-04-08,9,80,1,60,4,6,16,2,5,1,2,9,0,1,10,1,167,50
5247,1955,3rd_Cycle,In_Relationships,38725.0,2014-10-05,52,31,0,6,2,1,5,2,1,0,4,4,0,2,7,0,45,66
5883,1972,2nd_Cycle,In_Relationships,77981.0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,1,21,0,664,49
2118,1964,2nd_Cycle,In_Relationships,62905.0,2013-10-09,68,166,75,96,119,107,59,3,7,2,8,4,0,1,20,0,622,57
8812,1979,2nd_Cycle,Single,13533.0,2013-10-03,45,12,3,8,8,0,17,2,2,0,3,7,0,1,7,0,48,42
6616,1975,2nd_Cycle,In_Relationships,59481.0,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,1,16,0,461,46
2797,1977,2nd_Cycle,In_Relationships,72117.0,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,1,26,0,1073,44
4328,1986,2nd_Cycle,In_Relationships,21955.0,2013-07-09,81,5,1,7,17,14,11,2,2,1,3,6,0,1,8,0,55,35
9167,1956,2nd_Cycle,In_Relationships,67131.0,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,1,26,0,976,65
10560,1980,3rd_Cycle,Single,36802.0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,1,5,0,20,41
2631,1982,2nd_Cycle,In_Relationships,71853.0,2013-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,17,0,1149,39
8312,1961,1st_Cycle,In_Relationships,28249.0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,6,0,43,60
5534,1975,2nd_Cycle,In_Relationships,47808.0,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,0,1,10,1,224,46
5093,1974,3rd_Cycle,Single,25509.0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,1,9,1,101,47
7592,1946,3rd_Cycle,In_Relationships,51012.0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,10,0,209,75
8895,1985,2nd_Cycle,Single,70596.0,2012-05-10,68,347,44,534,17,0,26,1,3,5,12,2,0,0,21,0,968,36
8584,1952,3rd_Cycle,In_Relationships,85431.0,2013-08-06,54,376,53,462,168,53,53,1,2,7,7,0,0,0,17,0,1165,69
2694,1967,2nd_Cycle,In_Relationships,42664.0,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,1,5,0,24,54
8910,1955,2nd_Cycle,In_Relationships,42586.0,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,2,16,1,252,66
7433,1985,2nd_Cycle,Single,29760.0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,1,12,0,165,36
164,1977,3rd_Cycle,In_Relationships,28973.0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,13,0,269,44
10477,1973,3rd_Cycle,In_Relationships,39435.0,2013-06-08,16,71,0,18,0,0,13,1,3,1,2,7,0,1,7,0,102,48
2681,1984,2nd_Cycle,In_Relationships,65370.0,2013-01-08,1,71,22,112,138,89,29,1,2,3,13,1,0,0,19,0,461,37
5150,1979,1st_Cycle,Single,20194.0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,1,7,0,47,42
5283,1976,3rd_Cycle,Single,42473.0,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,2,10,0,144,45
9645,1968,2nd_Cycle,In_Relationships,64590.0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,24,0,1338,53
10678,1959,2nd_Cycle,In_Relationships,71232.0,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,1,25,0,917,62
7261,1971,2nd_Cycle,In_Relationships,34600.0,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,2,17,1,318,50
9648,1967,2nd_Cycle,Single,46904.0,2012-03-11,20,153,4,56,0,9,31,4,5,1,4,8,0,2,14,0,253,54
2870,1973,2nd_Cycle,In_Relationships,49094.0,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,1,20,0,502,48
8008,1983,2nd_Cycle,In_Relationships,36075.0,2013-09-12,54,46,0,30,12,1,30,1,2,0,4,6,0,1,7,0,119,38
1513,1979,2nd_Cycle,In_Relationships,60839.0,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,2,29,0,1250,42
6173,1979,2nd_Cycle,In_Relationships,77298.0,2013-02-11,46,425,115,292,23,35,79,1,6,6,11,3,0,1,24,0,969,42
1419,1950,2nd_Cycle,In_Relationships,34026.0,2013-05-08,11,18,6,15,12,8,17,3,2,1,3,5,0,2,9,0,76,71
9150,1963,3rd_Cycle,Single,48918.0,2014-12-04,21,52,0,9,0,0,1,2,1,0,4,4,0,2,7,0,62,58
7960,1962,2nd_Cycle,In_Relationships,82122.0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,26,1,1382,59
1250,1976,2nd_Cycle,Single,37697.0,2014-07-02,82,34,6,21,11,4,8,1,2,1,3,6,0,1,7,0,84,45
9905,1952,2nd_Cycle,In_Relationships,34074.0,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,0,2,14,1,255,69
10691,1960,2nd_Cycle,In_Relationships,28520.0,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,2,5,0,43,61
7002,1955,2nd_Cycle,Single,62535.0,2013-03-10,13,163,48,90,0,45,52,1,3,2,8,3,0,1,14,0,398,66
2952,1977,2nd_Cycle,Single,36273.0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,1,8,0,76,44
8439,1964,2nd_Cycle,In_Relationships,63404.0,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,2,15,1,902,57
762,1981,2nd_Cycle,In_Relationships,75774.0,2014-02-05,27,340,21,134,258,14,56,1,7,5,8,4,0,1,21,0,823,40
2831,1976,2nd_Cycle,In_Relationships,78416.0,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,1,26,0,1179,45
6977,1974,2nd_Cycle,In_Relationships,75702.0,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,1,29,1,1921,47
6289,1951,2nd_Cycle,In_Relationships,59385.0,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,2,10,0,185,70
4168,1966,2nd_Cycle,Single,37070.0,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,2,23,1,433,55
8397,1951,2nd_Cycle,In_Relationships,44689.0,2014-10-01,82,18,0,5,0,0,11,2,1,1,2,7,0,2,6,1,34,70
9284,1958,2nd_Cycle,In_Relationships,53977.0,2013-08-06,21,620,16,165,0,24,82,5,5,5,12,5,0,1,27,0,907,63
6237,1966,3rd_Cycle,Single,7144.0,2013-07-12,92,81,4,33,5,2,291,0,23,1,1,0,0,2,25,0,416,55
3130,1964,2nd_Cycle,Single,18701.0,2013-04-06,95,12,4,2,10,6,10,4,2,0,4,5,0,2,10,0,44,57
1619,1956,2nd_Cycle,In_Relationships,90369.0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,17,1,1588,65
1990,1974,3rd_Cycle,Single,63159.0,2012-05-11,74,965,34,586,89,86,37,1,3,5,8,3,0,0,17,1,1797,47
5513,1966,2nd_Cycle,In_Relationships,37758.0,2012-04-10,49,27,2,10,0,0,1,2,1,0,3,8,0,2,6,0,40,55
269,1963,3rd_Cycle,Single,46757.0,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,1,21,0,1143,58
8093,1969,2nd_Cycle,In_Relationships,79734.0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,14,1,914,52
10513,1992,2nd_Cycle,In_Relationships,63207.0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,12,1,1502,29
10177,1954,2nd_Cycle,Single,72071.0,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,1,20,0,1338,67
2549,1983,3rd_Cycle,In_Relationships,21840.0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,1,5,0,27,38
5782,1982,2nd_Cycle,In_Relationships,58582.0,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,22,1,763,39
10057,1951,2nd_Cycle,Single,72282.0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,22,1,1331,70
10307,1956,2nd_Cycle,In_Relationships,50387.0,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,2,19,0,525,65
8566,1961,3rd_Cycle,In_Relationships,32583.0,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,2,4,0,9,60
2415,1962,2nd_Cycle,In_Relationships,62568.0,2014-07-04,99,362,17,398,80,35,61,3,5,3,5,4,0,1,16,1,953,59
5684,1971,2nd_Cycle,Single,44635.0,2013-11-10,25,56,0,9,0,0,3,2,2,0,3,7,0,2,7,0,68,50
8334,1971,2nd_Cycle,Single,33316.0,2013-04-10,34,79,1,31,4,4,12,3,2,1,4,6,0,2,10,0,131,50
9166,1968,2nd_Cycle,In_Relationships,63967.0,2013-09-08,57,387,84,141,73,35,162,3,4,4,12,2,0,1,23,0,882,53
1440,1978,2nd_Cycle,In_Relationships,52513.0,2012-04-09,84,367,17,241,104,188,232,2,9,5,9,7,0,0,25,0,1149,43
78,1969,2nd_Cycle,In_Relationships,25293.0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,1,5,0,37,52
5441,1965,3rd_Cycle,Single,54111.0,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,1,15,0,388,56
5302,1986,2nd_Cycle,In_Relationships,78394.0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,16,1,1428,35
4687,1958,2nd_Cycle,In_Relationships,80739.0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,24,0,1633,63
1087,1975,2nd_Cycle,In_Relationships,22669.0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,1,10,1,173,46
6859,1987,2nd_Cycle,Single,29236.0,2013-08-10,30,37,4,24,16,9,9,2,4,0,3,9,0,1,9,0,99,34
9860,1959,2nd_Cycle,In_Relationships,44911.0,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,1,12,0,215,62
7129,1962,3rd_Cycle,In_Relationships,54693.0,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,1,31,0,929,59
5866,1974,2nd_Cycle,In_Relationships,48186.0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,1,12,0,219,47
10521,1977,2nd_Cycle,In_Relationships,54809.0,2013-11-09,0,63,6,57,13,13,22,4,2,1,5,4,0,2,12,1,174,44
7393,1978,2nd_Cycle,In_Relationships,41580.0,2012-10-12,15,56,5,24,4,0,3,3,2,1,3,5,0,2,9,0,92,43
7849,1970,3rd_Cycle,In_Relationships,80336.0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,25,0,1052,51
332,1957,2nd_Cycle,In_Relationships,47743.0,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,14,1,275,64
9847,1955,2nd_Cycle,In_Relationships,62972.0,2012-03-08,39,313,15,47,20,0,192,2,7,4,3,6,0,1,16,0,587,66
531,1954,3rd_Cycle,Single,57333.0,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,1,33,1,1662,67
9576,1982,3rd_Cycle,In_Relationships,32313.0,2013-11-02,60,86,4,56,2,4,7,3,4,0,4,9,0,1,11,0,159,39
6906,1953,2nd_Cycle,Single,84953.0,2013-03-06,73,167,48,602,63,72,72,1,3,10,4,2,0,0,18,4,1024,68
7419,1968,2nd_Cycle,Single,27071.0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,1,7,0,35,53
3170,1957,2nd_Cycle,In_Relationships,68148.0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,15,0,1042,64
8527,1965,2nd_Cycle,In_Relationships,65735.0,2013-07-12,37,239,7,119,4,15,11,5,6,2,6,7,0,2,19,0,395,56
7872,1975,3rd_Cycle,In_Relationships,86836.0,2012-12-09,7,179,21,273,0,21,63,1,6,10,6,5,0,0,23,4,557,46
9931,1963,3rd_Cycle,In_Relationships,4023.0,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,2,15,0,9,58
10595,1990,2nd_Cycle,In_Relationships,30093.0,2013-08-07,19,2,6,28,13,4,16,1,2,0,3,7,0,0,6,0,69,31
4609,1966,3rd_Cycle,In_Relationships,57705.0,2014-11-01,14,383,0,53,6,4,40,3,8,1,6,6,0,1,18,0,486,55
5010,1988,2nd_Cycle,Single,25008.0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,1,6,0,34,33
4427,1995,2nd_Cycle,Single,83257.0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,28,3,1365,26
11148,1975,2nd_Cycle,In_Relationships,22280.0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,1,4,0,13,46
1168,1978,3rd_Cycle,In_Relationships,72159.0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,21,0,1401,43
9595,1961,2nd_Cycle,In_Relationships,64260.0,2013-11-01,1,539,169,816,20,0,30,1,4,5,4,3,0,0,14,1,1574,60
10163,1984,3rd_Cycle,Single,82733.0,2013-10-09,28,712,50,420,65,38,38,1,8,4,7,4,0,0,20,1,1323,37
2886,1971,2nd_Cycle,Single,74290.0,2013-12-08,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,32,2,1217,50
6710,1951,2nd_Cycle,Single,58217.0,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,3,7,0,103,70
5316,1976,2nd_Cycle,In_Relationships,21024.0,2013-04-07,89,36,4,18,6,2,18,1,2,0,4,7,0,0,7,0,84,45
9029,1972,3rd_Cycle,In_Relationships,70116.0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,23,0,1536,49
521,1985,2nd_Cycle,In_Relationships,54006.0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,1,18,0,581,36
1459,1966,3rd_Cycle,In_Relationships,69063.0,2012-07-11,16,666,35,124,69,8,26,1,5,3,5,3,0,1,14,0,928,55
10241,1975,2nd_Cycle,Single,11448.0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,4,0,14,46
1630,1979,2nd_Cycle,Single,61825.0,2013-07-08,56,162,50,100,55,30,27,1,4,2,8,4,0,1,15,0,424,42
3254,1971,2nd_Cycle,In_Relationships,70886.0,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,1,14,0,960,50
9064,1982,2nd_Cycle,In_Relationships,69109.0,2012-09-11,10,823,25,459,124,29,95,1,6,6,7,4,0,0,20,2,1555,39
3678,1973,2nd_Cycle,Single,60208.0,2012-07-10,13,488,23,71,15,0,59,11,8,3,7,7,0,2,29,2,656,48
4227,1968,2nd_Cycle,In_Relationships,32889.0,2013-06-09,78,28,0,13,4,2,8,3,2,1,3,5,0,2,9,0,55,53
9467,1984,2nd_Cycle,Single,34738.0,2014-11-05,51,3,2,10,3,0,2,1,1,0,3,6,0,1,5,0,20,37
8486,1971,2nd_Cycle,In_Relationships,30538.0,2012-01-10,27,284,0,52,8,3,20,4,9,0,4,10,0,1,17,0,367,50
2186,1977,2nd_Cycle,In_Relationships,82326.0,2014-10-03,30,938,142,754,159,81,183,1,5,10,6,2,0,0,22,4,2257,44
3286,1967,3rd_Cycle,Single,26642.0,2014-01-03,71,13,2,15,2,2,8,2,2,0,3,6,0,1,7,0,42,54
8602,1964,2nd_Cycle,Single,69932.0,2013-12-06,97,412,172,153,150,105,57,2,7,6,11,4,0,1,26,0,1049,57
3722,1972,2nd_Cycle,Single,44503.0,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,2,7,0,48,49
6715,1948,3rd_Cycle,Single,60200.0,2013-02-01,3,502,19,132,0,6,26,6,6,2,11,6,0,1,25,0,685,73
4796,1952,2nd_Cycle,Single,49638.0,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,1,5,0,39,69
9612,1987,2nd_Cycle,Single,23830.0,2014-07-02,3,1,8,6,4,8,16,1,1,0,3,7,0,0,5,0,43,34
3766,1959,2nd_Cycle,Single,33051.0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,21,1,835,62
1399,1958,2nd_Cycle,In_Relationships,72905.0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,20,1,1515,63
1570,1951,3rd_Cycle,In_Relationships,69702.0,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,1,26,0,1039,70
3426,1975,2nd_Cycle,Single,70300.0,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,1,26,0,1596,46
3074,1984,3rd_Cycle,In_Relationships,70643.0,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,18,1,1828,37
8341,1969,3rd_Cycle,In_Relationships,30396.0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,0,1,6,2,34,52
5180,1968,3rd_Cycle,Single,50616.0,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,1,10,0,149,53
6461,1969,2nd_Cycle,Single,62772.0,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,1,23,1,946,52
7679,1985,3rd_Cycle,Single,30298.0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,6,0,28,36
10702,1984,2nd_Cycle,Single,52413.0,2012-03-11,67,185,8,133,56,56,12,2,7,1,7,7,0,1,17,0,450,37
7505,1957,3rd_Cycle,In_Relationships,44155.0,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,2,5,0,46,64
5113,1971,3rd_Cycle,Single,86979.0,2013-07-11,67,584,100,835,65,83,35,1,5,5,5,2,0,0,16,2,1702,50
10858,1975,2nd_Cycle,In_Relationships,76532.0,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,2,25,0,820,46
2961,1982,2nd_Cycle,In_Relationships,42081.0,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,0,1,15,1,382,39
2747,1988,3rd_Cycle,In_Relationships,67546.0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,20,0,2126,33
3010,1989,2nd_Cycle,In_Relationships,88420.0,2014-02-05,87,957,153,612,99,95,153,1,4,7,8,1,0,0,20,3,2069,32
5790,1985,2nd_Cycle,In_Relationships,31158.0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,1,7,0,72,36
6892,1968,2nd_Cycle,Single,61671.0,2014-03-06,23,641,7,56,0,0,28,8,10,4,6,8,0,1,28,2,732,53
1743,1974,2nd_Cycle,Single,69719.0,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,0,11,0,801,47
3578,1949,2nd_Cycle,Single,49160.0,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,1,12,0,236,72
8462,1978,1st_Cycle,In_Relationships,24882.0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,0,1,5,1,80,43
5558,1954,3rd_Cycle,Single,90933.0,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,15,1,1685,67
4619,1945,3rd_Cycle,Single,113734.0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,27,0,277,76
8780,1950,3rd_Cycle,In_Relationships,59292.0,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,1,18,0,507,71
10789,1964,3rd_Cycle,In_Relationships,45759.0,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,2,7,0,68,57
10779,1983,2nd_Cycle,Single,22148.0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,5,0,49,38
5896,1987,2nd_Cycle,In_Relationships,73395.0,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,15,0,397,34
2337,1971,2nd_Cycle,Single,29819.0,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,1,9,0,39,50
10951,1968,2nd_Cycle,In_Relationships,45688.0,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,14,1,306,53
544,1954,2nd_Cycle,In_Relationships,62820.0,2013-11-05,51,398,61,265,138,61,53,1,3,4,6,1,0,0,14,0,976,67
17,1971,3rd_Cycle,In_Relationships,60491.0,2013-06-09,81,637,47,237,12,19,76,4,6,11,7,5,0,1,28,0,1028,50
10680,1986,2nd_Cycle,In_Relationships,33235.0,2014-05-02,71,45,0,16,2,1,6,1,3,0,3,7,0,1,7,0,70,35
3265,1959,2nd_Cycle,In_Relationships,35701.0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,5,0,46,62
5623,1980,2nd_Cycle,In_Relationships,31535.0,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,0,1,5,1,51,41
5832,1960,2nd_Cycle,In_Relationships,92556.0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,21,0,1263,61
5544,1970,2nd_Cycle,Single,67384.0,2012-10-11,32,957,40,175,158,53,107,2,7,8,5,5,0,1,22,1,1490,51
6417,1971,2nd_Cycle,In_Relationships,80573.0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,24,0,1564,50
5831,1967,2nd_Cycle,In_Relationships,77870.0,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,18,3,1815,54
7101,1963,3rd_Cycle,Single,52278.0,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,1,31,0,1198,58
10176,1968,2nd_Cycle,Single,57107.0,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,0,1,23,3,416,53
2326,1990,2nd_Cycle,In_Relationships,18929.0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,6,0,85,31
4385,1981,3rd_Cycle,Single,36038.0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,1,8,0,47,40
2929,1976,2nd_Cycle,Single,20180.0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,8,0,137,45
10686,1965,3rd_Cycle,In_Relationships,34230.0,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,2,4,0,21,56
2546,1977,2nd_Cycle,Single,31878.0,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,1,6,0,70,44
3283,1972,2nd_Cycle,In_Relationships,70932.0,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,1,22,0,909,49
3138,1956,2nd_Cycle,Single,91249.0,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,0,0,22,5,1676,65
4994,1943,2nd_Cycle,Single,77598.0,2013-01-10,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,26,1,1735,78
7966,1959,2nd_Cycle,Single,80982.0,2013-08-01,48,505,137,401,104,22,22,3,11,5,11,5,1,2,30,0,1191,62
3112,1977,2nd_Cycle,In_Relationships,22701.0,2013-05-09,2,2,4,9,0,4,5,1,1,0,3,5,0,1,5,0,24,44
10872,1969,3rd_Cycle,In_Relationships,55212.0,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,20,2,1182,52
2181,1970,2nd_Cycle,In_Relationships,70617.0,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,14,0,1280,51
1867,1957,2nd_Cycle,Single,64849.0,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,0,0,19,1,1336,64
1518,1965,2nd_Cycle,In_Relationships,62694.0,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,2,24,0,749,56
5734,1974,3rd_Cycle,In_Relationships,61917.0,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,2,7,0,91,47
2878,1947,3rd_Cycle,In_Relationships,67472.0,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,1,15,0,414,74
1458,1982,2nd_Cycle,In_Relationships,21059.0,2014-07-01,40,8,3,19,3,3,8,3,3,0,3,6,0,1,9,0,44,39
7007,1968,2nd_Cycle,In_Relationships,29543.0,2014-01-04,47,17,3,18,3,4,18,2,3,1,2,7,0,2,8,0,63,53
6200,1951,2nd_Cycle,In_Relationships,75903.0,2013-08-04,50,340,108,185,130,38,100,2,6,6,9,3,0,1,23,0,901,70
1403,1975,2nd_Cycle,In_Relationships,34984.0,2012-06-09,40,8,4,15,3,5,3,2,1,0,3,7,0,2,6,0,38,46
4827,1956,3rd_Cycle,Single,54998.0,2013-10-03,3,154,22,202,39,30,8,5,4,2,9,4,0,1,20,1,455,65
6250,1949,3rd_Cycle,Single,54356.0,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,1,24,1,775,72
9291,1959,2nd_Cycle,In_Relationships,34242.0,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,1,4,0,15,62
2478,1973,2nd_Cycle,In_Relationships,25410.0,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,1,6,0,38,48
1139,1984,3rd_Cycle,In_Relationships,73356.0,2014-06-02,56,1050,14,322,0,14,112,1,5,11,5,2,0,0,22,4,1512,37
5138,1950,2nd_Cycle,In_Relationships,28320.0,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,1,5,0,43,71
5393,1977,2nd_Cycle,Single,23763.0,2012-07-08,64,22,0,6,6,2,6,1,1,0,3,7,0,1,5,0,42,44
10413,1984,2nd_Cycle,In_Relationships,72570.0,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,23,0,1089,37
5015,1976,2nd_Cycle,In_Relationships,34529.0,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,1,9,0,162,45
10868,1951,2nd_Cycle,Single,70792.0,2013-06-02,82,344,45,654,104,11,114,2,3,4,10,3,0,0,19,0,1272,70
10676,1982,2nd_Cycle,In_Relationships,63211.0,2012-02-11,3,145,193,459,205,26,145,2,3,8,7,2,0,0,20,1,1173,39
2495,1974,2nd_Cycle,In_Relationships,83891.0,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,1,22,0,816,47
7842,1968,2nd_Cycle,Single,36065.0,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,2,9,0,74,53
9955,1954,2nd_Cycle,In_Relationships,39898.0,2013-12-02,20,69,8,26,12,7,12,2,3,0,4,7,0,1,9,0,134,67
6663,1940,3rd_Cycle,Single,51141.0,2013-08-07,96,144,0,7,0,0,6,1,3,1,4,5,0,0,9,0,157,81
2162,1976,2nd_Cycle,In_Relationships,56939.0,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,1,18,0,561,45
3434,1951,2nd_Cycle,Single,80872.0,2014-12-05,60,483,72,567,94,12,108,1,4,4,10,1,0,0,19,0,1336,70
7919,1976,3rd_Cycle,In_Relationships,72335.0,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,23,1,2092,45
5626,1964,3rd_Cycle,Single,61798.0,2013-11-23,13,338,4,89,11,8,13,1,4,2,9,4,0,0,16,0,463,57
6428,1950,3rd_Cycle,Single,76842.0,2014-03-05,37,605,10,345,84,54,32,1,1,8,7,0,0,0,17,0,1130,71
8514,1976,2nd_Cycle,In_Relationships,29478.0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,1,5,0,20,45
10448,1956,2nd_Cycle,Single,46998.0,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,0,1,18,1,377,65
